SCHL,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,MAR,NATIVITY,DRIVESP,HICOV,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,DIS,CIT,ENG,LANX,FER,poverty_status
24,1,40,198000,1,7460,1760,41,1,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
06,,,,,,,9,2,6,5,1,,1,2,1,2,2,2,2,2,2,1,1,1,,0
21,6,,0,,,,56,2,2,1,1,,1,2,1,2,2,2,2,2,2,1,,2,,1
,,,,,,,1,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
,,,,,,,0,2,1,5,1,,1,1,2,2,1,2,2,2,2,1,,,,1
19,6,30,400,1,7770,4251,26,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
18,1,40,0,6,8990,3630,45,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
09,,,,,,,12,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,26000,3,7860,2300,33,2,9,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
21,1,12,29500,4,7870,2205,73,1,1,2,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
,,,,,,,0,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
21,6,,0,,,,42,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
01,,,,,,,4,1,2,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
16,6,,0,,,,71,2,1,3,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
21,6,,0,,,,74,2,6,2,2,,1,1,2,1,2,2,2,2,2,4,1,1,,0
22,1,40,130000,1,7380,1530,35,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,40,30000,1,6170,7210,25,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
15,1,25,9000,1,4691,9130,49,1,8,1,2,1,1,1,2,2,1,2,2,2,2,4,1,1,,0
18,6,,0,,,,94,2,1,2,1,,1,2,2,1,1,2,2,2,2,1,,2,,0
18,6,,0,,,,72,1,2,4,1,,1,2,2,2,2,2,1,2,2,1,,2,,0
16,6,,0,,,,81,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
04,,,,,,,8,2,1,5,1,,1,1,1,2,2,2,2,2,2,1,1,1,,0
14,6,,0,,,,17,1,8,5,2,,1,2,2,2,1,2,2,2,2,4,3,1,,0
21,1,40,24000,1,7680,3930,46,1,9,1,2,1,1,2,2,2,1,2,2,2,2,5,3,1,,0
21,2,40,65000,1,6570,2920,32,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
03,,,,,,,6,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,1
21,1,40,77000,1,7390,0020,25,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
11,,,,,,,14,2,8,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
19,1,32,55000,1,4971,5120,23,2,9,5,2,1,1,1,2,2,2,2,2,2,2,5,1,1,2,0
05,,,,,,,8,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
20,6,,0,,,,63,1,6,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,20,30000,1,4871,5240,21,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,85000,1,7380,1021,32,1,6,5,2,1,1,1,2,2,2,2,2,2,2,5,,2,,0
21,6,,0,1,7380,1021,32,2,6,5,1,,1,1,2,2,2,2,2,2,1,3,,2,2,1
19,6,,0,1,8680,4020,20,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
,,,,,,,2,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
24,6,,0,,,,47,2,6,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
16,1,45,90000,1,8590,4330,33,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
18,6,,0,,,,77,1,1,1,1,,1,1,2,1,2,2,1,2,1,1,,2,,0
18,1,40,34000,1,5392,9645,32,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
10,,,,,,,13,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
23,1,40,65000,3,7860,2310,43,2,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
19,1,40,30000,1,6570,9130,23,1,1,5,1,1,2,2,2,2,2,2,2,2,2,1,1,1,,0
17,6,,0,,,,28,1,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
16,1,30,27000,1,4771,4760,28,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,83,1,1,3,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
22,1,49,200000,1,4971,4700,54,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,50,59000,1,5491,0800,57,2,6,1,2,1,1,1,2,2,2,2,2,2,2,4,,2,,0
16,1,60,92000,1,0370,9130,48,1,9,1,2,1,2,2,2,2,2,2,2,2,2,4,1,1,,0
16,6,,0,,,,77,1,9,1,1,,1,2,2,1,1,2,2,2,2,1,2,1,,1
22,1,40,37000,2,9160,2040,38,1,6,5,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
16,6,,0,,,,65,2,2,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
24,1,50,60000,2,7870,1760,35,2,6,5,2,1,1,1,2,2,2,2,2,2,2,5,2,1,2,0
20,6,,0,,,,80,1,9,1,2,,1,2,2,1,2,2,2,2,2,4,1,1,,0
22,1,40,110000,1,6970,0850,75,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,,2,,0
01,6,,0,,,,32,1,2,5,1,,1,2,2,1,1,2,2,2,1,1,,2,,1
16,1,48,0,6,0170,0205,58,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,,2,,0
21,1,40,100000,1,6890,1006,42,2,6,5,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
19,6,,0,,,,68,2,1,3,1,,1,2,2,1,1,2,2,2,2,1,,2,,1
21,1,28,54000,1,5071,3421,35,2,8,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
22,1,55,65000,1,8680,0310,64,1,1,5,2,1,1,1,2,2,2,2,2,2,2,4,,2,,0
18,6,,0,3,7860,0230,60,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
24,6,,0,,,,77,1,1,1,1,,1,1,1,1,2,2,2,2,2,1,,2,,0
16,6,,0,,,,20,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
01,6,40,26000,1,0290,6050,58,1,8,1,2,,1,2,2,2,1,2,2,2,2,5,3,1,,0
21,1,70,50000,2,7870,2205,25,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
16,6,,0,,,,25,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,1
21,1,60,565000,1,6695,0300,39,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
18,6,,0,1,7690,4230,24,2,2,5,1,,1,2,2,2,1,2,2,2,2,1,,2,1,1
13,6,,0,1,0770,6260,22,1,8,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
21,6,40,160,8,9290,4010,36,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,1,1
04,,,,,,,7,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
01,1,20,15000,1,0770,6260,25,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,,0
09,,,,,,,12,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,3,1,,0
21,1,40,100000,1,6570,0136,62,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,60,687000,1,7380,1105,52,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,6,8590,4621,55,1,1,3,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
21,1,36,67000,1,8191,3255,47,2,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
21,1,40,180000,1,7380,1021,45,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,37,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
10,1,40,18200,1,3895,8450,65,1,8,5,2,1,1,1,2,1,2,2,2,2,2,4,2,1,,0
20,3,,0,9,9920,9920,25,1,6,5,2,,1,2,2,2,1,2,2,2,2,4,2,1,,1
20,6,,0,,,,44,1,1,1,1,,1,2,1,2,1,2,2,2,1,1,,2,,0
15,6,,0,,,,86,1,9,3,1,,1,2,2,1,2,2,2,2,2,2,2,1,,0
09,1,40,25000,1,9290,4230,45,2,1,3,2,1,1,2,2,2,1,2,2,2,2,5,4,1,2,0
20,6,,0,,,,70,2,1,1,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
16,6,,0,,,,48,2,1,3,1,,1,2,2,2,1,2,2,2,2,1,,2,2,1
01,,,,,,,3,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
16,1,30,20000,1,6380,5510,26,1,1,5,1,1,2,2,2,2,2,2,2,2,2,1,,2,,0
23,1,50,191000,2,8191,3160,45,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,81,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
13,6,,0,,,,16,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
17,6,,0,,,,72,1,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
21,1,20,6000,1,7880,2205,24,1,1,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,,0
21,1,40,200000,1,3390,4850,65,1,6,2,2,1,1,2,2,1,2,2,2,2,2,5,1,1,,0
,,,,,,,2,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
16,3,9,6800,1,5071,9645,18,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
01,,,,,,,6,1,8,5,1,,1,2,1,2,2,2,2,2,2,1,2,1,,0
16,6,,0,1,8191,0630,64,2,2,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,40,20800,2,7580,0630,35,2,8,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,1,43,150000,1,6890,0440,32,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
22,1,50,92000,3,7860,2320,56,1,8,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
19,1,40,45900,4,9570,5240,51,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
14,6,,0,,,,16,2,6,5,2,,1,1,2,2,2,2,2,2,1,4,3,1,2,0
21,1,40,100000,1,0770,0110,56,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,18,8700,1,8980,4522,65,2,8,1,2,1,1,2,2,1,2,2,2,2,2,4,1,1,,0
19,1,40,45000,2,8470,4600,41,2,6,5,2,1,1,1,2,2,2,2,2,2,2,4,2,1,2,0
09,1,45,30000,1,0170,4220,65,1,9,1,2,,1,1,2,2,2,2,2,2,2,5,3,1,,0
21,1,45,80000,1,3380,1530,25,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,6,,0,,,,75,1,1,3,1,,1,2,2,1,2,2,1,2,2,1,,2,,1
16,6,,0,,,,70,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
22,1,40,90000,2,7860,2320,35,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
17,1,40,49200,1,5392,4760,29,1,8,3,1,1,1,2,1,2,2,2,2,2,2,1,2,1,,0
21,6,7,1100,1,8562,2723,72,1,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
18,1,30,43000,1,6380,5120,59,2,1,3,1,2,1,1,2,2,2,2,2,2,2,1,,2,,0
15,1,24,20000,1,4991,5400,49,2,8,1,2,5,2,2,2,2,2,2,2,2,1,5,2,1,2,0
21,1,30,35000,3,7860,2310,25,2,8,5,2,,1,1,2,2,2,2,2,2,2,5,1,1,2,0
16,1,40,54000,3,9480,5740,51,2,1,3,2,1,1,1,2,2,2,2,2,2,2,4,3,1,,0
19,1,23,24000,1,5090,4720,20,1,8,5,1,3,1,2,2,2,1,2,2,2,2,1,1,1,,0
19,1,25,26000,1,8980,4521,55,2,9,1,1,1,1,2,2,2,1,2,2,2,2,1,,2,,0
21,1,20,20000,2,7870,2545,29,2,6,1,1,3,1,1,2,2,2,2,2,2,2,1,,2,2,0
24,1,40,30000,2,8191,3255,63,1,8,1,2,4,1,1,2,2,2,2,2,2,2,4,1,1,,0
19,6,,0,,,,73,2,1,3,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
16,6,,0,,,,83,1,2,2,1,,1,2,2,1,2,2,2,2,2,1,,2,,1
17,6,,0,,,,26,2,9,5,2,,1,2,2,2,1,2,2,2,2,5,4,1,2,0
16,1,40,100000,1,6690,7020,63,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,3,12,0,6,7071,4220,54,1,1,3,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
16,1,40,42000,1,3990,8990,35,2,1,5,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,0
05,,,,,,,7,2,8,5,1,,1,1,2,2,1,2,2,2,2,1,,2,,0
16,1,40,50000,1,0770,6730,39,1,8,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
23,1,40,190000,1,2190,1650,34,1,8,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
17,1,40,40000,7,8680,0310,48,1,9,1,1,1,1,1,1,2,2,2,2,2,2,1,,2,,0
16,1,40,21000,1,7680,3930,23,1,1,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,,1
16,6,,0,,,,88,1,1,5,2,,1,1,2,1,2,2,2,2,1,4,,2,,0
16,1,30,20000,1,4971,4720,34,2,5,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,1,35,7000,2,5491,4700,26,2,1,5,1,,1,2,2,2,1,2,2,2,1,1,1,1,2,1
24,1,40,170000,1,7460,1760,31,2,6,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,2,0
19,6,99,20800,5,9690,9300,21,1,2,5,1,,1,2,2,2,1,2,1,2,2,1,1,1,,0
16,6,,0,,,,51,2,9,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
14,6,,0,,,,18,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
18,6,,0,,,,32,2,1,5,1,,1,2,2,1,1,2,2,2,2,1,,2,2,1
21,1,25,0,6,0180,0205,73,1,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
04,,,,,,,7,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
24,1,40,100000,1,3490,0440,46,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,1,40,35000,1,8680,4000,46,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,2,1,,0
01,1,40,45000,2,8680,4020,45,1,1,1,2,1,2,2,2,2,2,2,2,2,2,5,2,1,,0
01,1,4,2500,7,6590,2751,39,1,6,5,2,1,1,1,2,2,2,2,2,2,2,5,4,1,,1
20,1,40,26000,8,8891,8750,64,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
14,6,,0,,,,17,1,6,5,1,,1,2,2,2,1,1,2,2,2,1,,2,,0
21,1,30,20000,1,8370,3245,32,2,3,5,1,1,1,2,2,2,1,2,2,1,2,1,,2,2,0
20,6,20,23300,1,5392,4760,50,2,6,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
22,1,40,70000,3,7860,2310,44,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
17,6,,0,,,,52,1,1,3,1,,1,2,2,2,1,2,2,2,1,1,,2,,0
16,1,30,28900,1,7860,3645,23,2,9,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,2,0
,,,,,,,0,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
05,,,,,,,8,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
06,,,,,,,10,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,94,2,6,2,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
21,1,40,100000,5,9590,1005,38,1,6,1,2,1,1,2,1,2,2,2,2,2,2,4,,2,,0
14,1,18,3000,1,7480,4350,18,2,9,5,1,1,1,2,2,2,1,2,2,2,1,1,,2,2,1
21,1,40,38000,1,4796,1006,26,1,1,5,1,1,1,2,1,2,2,2,2,2,2,1,,2,,0
07,,,,,,,10,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
22,1,20,48000,1,8080,2001,48,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
20,6,,0,1,8680,4110,70,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
16,6,,0,,,,49,2,1,5,1,,1,2,2,1,1,2,2,2,1,1,1,1,2,0
16,3,20,5000,1,0770,6260,35,1,2,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
16,1,28,13000,1,4981,9620,19,1,8,5,1,5,2,2,2,2,2,2,2,2,2,1,2,1,,0
01,1,40,25000,1,2280,8990,63,1,8,1,2,2,1,2,2,2,1,2,2,2,2,4,3,1,,0
16,1,15,17800,3,8370,3601,51,1,3,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
20,6,,0,1,6890,4820,66,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
01,,,,,,,4,1,9,5,1,,2,2,2,2,2,2,2,2,2,1,,,,0
16,1,40,24000,1,8370,2330,57,1,1,1,2,,2,2,2,2,2,2,2,2,2,5,3,1,,0
13,6,,0,,,,16,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,55000,3,7071,2016,35,2,9,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
14,6,,0,,,,17,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
14,6,,0,,,,19,2,8,5,1,,2,2,2,2,2,2,2,2,2,1,1,1,2,1
24,1,40,96000,4,7870,2205,55,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
09,1,48,45000,1,3895,9620,39,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,3,1,,0
21,1,40,120000,4,7870,0726,55,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,40,30000,1,0770,6260,57,2,8,1,2,3,1,1,2,2,2,2,2,2,2,5,2,1,,0
17,1,23,40000,1,8680,4030,49,2,9,1,2,1,1,2,1,2,2,2,2,2,2,4,2,1,2,0
22,1,45,3000,6,8990,2600,30,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
15,1,40,40000,1,8680,4110,42,2,8,5,2,1,1,2,2,2,1,2,2,2,2,5,3,1,2,0
06,,,,,,,9,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,40,30000,1,8590,4400,40,1,6,1,2,1,1,1,2,2,2,2,1,2,2,4,1,1,,0
19,1,40,42000,1,8090,3421,37,2,9,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0
09,6,,0,,,,55,2,8,5,2,,2,2,2,2,2,2,2,2,2,5,3,1,,1
21,6,,0,,,,74,1,6,1,2,,1,2,2,1,2,2,2,2,2,4,2,1,,0
08,,,,,,,12,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
,,,,,,,2,1,6,5,1,,1,1,2,2,2,2,2,2,2,3,,,,0
15,1,15,9800,1,8680,4030,66,2,6,1,2,,1,2,2,1,2,2,2,2,2,5,4,1,,0
,,,,,,,2,1,6,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
21,1,60,70000,1,7380,5610,26,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
11,,,0,,,,15,1,9,5,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
21,6,,0,1,8270,3255,69,2,6,1,2,,1,2,1,1,2,2,2,2,2,4,1,1,,0
09,6,,0,,,,74,2,1,2,2,,2,2,2,2,2,2,2,2,2,5,4,1,,0
01,,,,,,,4,2,1,5,2,,2,2,2,2,2,2,2,2,2,4,,,,1
21,3,40,20000,1,8562,4850,28,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,40,95000,1,8680,7540,57,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
09,,,,,,,12,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,20,0,6,7390,0710,28,2,1,1,1,,1,1,1,2,2,2,2,2,2,1,,2,2,0
16,2,50,0,6,9290,4000,44,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,2,0
16,1,8,0,6,7690,4220,39,2,9,1,1,2,1,1,1,2,2,2,2,2,1,1,,2,2,0
22,1,50,40000,1,7890,0440,31,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
,,,,,,,2,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,,,0
21,1,40,73000,1,6481,2830,58,2,1,1,2,1,1,1,2,2,2,2,2,2,2,4,,2,,0
01,6,,0,,,,77,1,1,3,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
16,6,,0,,,,19,1,6,5,2,,1,2,1,2,2,2,2,2,2,5,2,1,,1
22,6,,0,,,,80,1,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
21,6,,0,,,,79,2,1,3,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
16,1,20,13000,1,8990,4521,50,2,6,1,2,1,1,1,2,2,2,2,2,2,2,4,3,1,2,0
19,6,,0,,,,74,1,9,1,2,,1,2,2,1,1,2,2,2,2,5,3,1,,1
19,6,,0,,,,74,1,1,1,2,,1,2,2,1,2,2,2,2,2,4,1,1,,0
16,3,20,20500,1,6070,5410,24,1,9,5,1,,2,2,2,2,2,2,2,2,2,1,1,1,,0
,,,,,,,1,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
22,1,40,35600,2,8561,0060,54,2,6,1,2,,1,2,1,2,2,2,2,2,2,4,,2,,0
16,6,,0,,,,82,1,6,5,2,,1,2,2,1,1,2,2,2,1,4,2,1,,1
13,1,8,3000,1,7890,2722,17,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
04,,,,,,,6,1,6,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
16,6,,0,1,8680,4110,55,2,1,3,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
21,1,40,60000,1,7390,0705,29,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
16,6,,0,,,,81,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
18,1,40,45000,1,8370,3602,41,2,3,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
22,6,,0,5,9590,0630,62,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,94,2,1,2,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
22,1,15,18000,1,8090,3245,28,2,8,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
10,3,40,20000,1,0290,6050,54,1,8,1,2,,1,1,2,2,2,2,2,2,2,5,2,1,,0
21,6,,0,,,,72,1,8,1,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
01,6,,0,1,8680,4000,65,1,6,1,2,,1,2,2,1,1,2,2,2,2,4,4,1,,0
16,6,,0,,,,62,2,1,1,1,,1,2,2,1,1,2,2,2,1,1,1,1,,1
16,6,,0,,,,72,1,9,5,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
21,1,32,26400,5,9570,5310,45,1,8,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,,0
18,1,25,20000,1,8090,3422,34,2,1,5,1,2,1,2,2,2,1,2,2,2,2,1,,2,2,1
21,6,,0,,,,64,2,6,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,65,1,2,1,1,,1,1,2,1,2,2,1,2,2,1,,2,,0
20,6,,0,,,,75,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
15,3,,0,9,9920,9920,53,2,8,3,2,,2,2,2,2,2,2,2,2,2,5,,2,,1
22,6,,0,,,,82,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
19,6,,0,1,5491,4760,74,2,1,5,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
17,1,50,0,6,6170,9130,58,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,40,109000,1,7290,1460,71,1,1,1,2,,1,2,2,1,2,2,2,2,2,4,2,1,,0
04,,,,,,,7,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
12,,,0,,,,15,2,8,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
22,1,40,85000,1,8180,1825,55,2,2,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,50,340000,1,6290,0052,53,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,120000,1,7280,0630,54,2,1,3,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
22,1,40,300000,1,6671,1021,38,1,6,1,2,3,1,1,2,2,2,2,2,2,2,5,1,1,,0
19,1,30,0,6,8564,2740,26,1,8,1,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
,,,,,,,1,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
16,6,,0,,,,19,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,2,0
01,,,,,,,3,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,,,,1
16,6,,0,1,4971,4720,41,2,8,5,2,,1,2,2,2,1,2,2,2,2,4,,2,2,1
16,6,,0,,,,72,2,1,3,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
01,6,,0,,,,37,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,,2,,1
07,,,,,,,10,2,8,5,1,,1,2,2,2,1,2,2,2,2,3,,2,,0
05,,,,,,,8,2,5,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
16,1,60,23000,2,0170,6050,65,1,9,5,2,4,2,2,2,2,2,2,2,2,2,5,4,1,,0
05,,,,,,,8,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
21,6,20,20000,1,7380,0735,28,2,6,5,2,,1,2,1,2,2,2,2,2,2,4,1,1,2,0
19,1,40,40000,1,8170,3602,33,2,8,5,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,0
11,,,,,,,13,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
20,6,,0,,,,71,2,1,2,1,,1,2,2,1,1,2,2,2,1,1,,2,,0
20,6,,0,1,8590,4760,71,1,1,2,2,,1,2,2,1,2,2,2,2,2,5,1,1,,0
16,1,40,30000,1,8090,3645,20,2,8,5,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,0
15,1,37,31000,1,8990,4521,35,1,6,3,2,1,1,2,1,2,2,2,2,2,2,4,2,1,,0
05,,,,,,,8,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,40,10000,1,5392,4760,31,1,1,1,1,,1,1,2,2,2,2,2,2,1,1,,2,,1
19,6,,0,,,,20,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
21,1,30,0,6,6570,2920,25,1,9,5,1,1,1,2,1,2,2,2,2,2,2,1,,2,,0
02,,,,,,,6,1,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
