SCHL,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,MAR,NATIVITY,DRIVESP,HICOV,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,DIS,CIT,ENG,LANX,FER,poverty_status
08,,,,,,,11,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
15,1,40,50000,1,6290,9130,25,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,119000,4,7860,2310,41,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,,2,,0
21,1,40,110000,1,6490,5710,57,2,6,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
14,1,40,20000,1,2670,6530,60,1,8,3,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
16,1,40,8000,3,8090,4220,54,2,2,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
21,6,,0,5,9570,8740,70,1,1,3,1,,1,1,2,1,1,1,2,2,2,1,,2,,0
11,6,,0,5,6370,5550,61,1,8,1,2,,1,1,2,2,2,2,2,2,2,5,2,1,,0
16,6,,0,,,,67,1,1,1,1,,1,1,2,1,2,2,1,2,2,1,,2,,0
16,1,15,30000,1,5081,9645,30,2,8,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1
19,6,,0,,,,41,1,6,1,1,,2,2,2,2,2,2,2,2,2,1,,2,,1
03,,,,,,,6,2,6,5,2,,2,2,2,2,2,2,2,2,2,5,4,1,,0
16,6,,0,,,,88,1,1,5,2,,1,1,2,1,2,2,2,2,2,5,,2,,0
16,6,15,2900,2,7870,2910,21,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,50,36000,1,5791,4700,58,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
01,6,,0,,,,72,2,6,3,1,,1,1,2,1,1,2,2,2,2,1,1,1,,0
20,1,30,56000,7,7370,2635,70,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,,2,,0
21,1,20,19800,3,7860,5320,36,2,1,5,1,2,1,2,1,2,2,2,2,2,2,1,,2,2,0
12,6,1,0,6,9290,4600,16,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,1
21,6,,0,6,7071,4920,70,1,1,3,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
09,,,,,,,12,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,65,2,6,1,2,,1,2,2,1,2,2,2,2,2,4,1,1,,0
16,1,40,11000,1,6380,9130,55,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,,2,,0
01,1,40,44000,3,7860,4251,63,1,8,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,,0
19,1,40,35000,1,5090,4700,44,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
05,,,,,,,7,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
21,1,40,104000,1,7380,1410,35,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,6,,0,,,,75,1,1,1,1,,1,1,2,1,2,1,2,2,1,1,,2,,0
17,1,20,8400,1,7690,4220,34,1,2,5,1,,1,2,2,2,2,2,1,2,2,1,,2,,1
02,,,,,,,3,1,1,5,1,,1,1,2,2,1,2,2,2,2,1,,,,1
12,,,0,,,,15,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,6,,0,1,4691,4760,34,1,1,1,1,,1,2,1,2,2,2,2,2,1,1,,2,,0
18,1,40,50000,1,8470,2300,36,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
16,6,,0,,,,94,2,1,2,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
02,,,,,,,5,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
16,1,50,60000,1,8680,0310,34,1,9,5,2,1,1,2,2,2,1,2,2,2,2,4,1,1,,0
08,,,,,,,12,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,81000,3,9370,0630,45,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,59000,1,6970,5740,37,2,1,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,2,0
21,2,20,14400,3,7860,2320,40,2,6,1,2,,1,2,1,2,2,2,2,2,2,5,,2,2,0
23,1,40,113000,7,8180,3322,73,1,1,1,2,1,1,2,2,1,2,2,2,2,2,4,1,1,,0
15,1,24,0,6,6170,9130,61,1,1,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,,0
20,1,50,59000,1,8090,5000,60,2,1,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
19,1,25,18000,1,8680,4020,22,1,3,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
20,1,40,250000,1,6890,0110,37,1,9,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
20,1,40,10000,1,5171,9645,32,2,1,5,1,2,1,1,2,2,2,2,2,2,2,1,,2,2,0
12,1,41,60000,7,1880,4850,36,2,9,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
22,1,40,65000,2,9160,2040,49,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
,,,,,,,2,2,8,5,1,,1,2,2,2,2,2,1,2,2,1,,,,1
22,1,40,45000,3,7870,2002,35,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
,,,,,,,2,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
16,6,,0,6,4380,4850,94,2,1,3,1,,1,2,1,1,1,2,2,2,2,1,,2,,1
22,6,,0,,,,84,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
21,1,40,66000,1,6881,0910,30,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,,2,,0
19,6,,0,7,5581,0440,18,2,6,5,2,,1,2,1,2,2,2,2,2,2,4,2,1,2,0
21,1,32,20300,1,8590,4621,25,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,30,2,8,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
19,1,40,24000,1,3875,8530,27,1,1,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
15,1,40,150000,1,7980,3640,32,1,9,3,1,2,2,2,2,2,2,2,2,2,1,1,,2,,0
22,6,,0,1,2090,0136,45,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,1,40,100000,3,7860,2310,44,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
18,6,,0,1,8191,5240,69,2,2,2,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
21,1,80,100000,7,7770,4210,41,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
05,,,,,,,8,1,6,5,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
19,1,18,2200,1,6380,4840,19,1,6,5,1,1,1,1,1,2,2,2,2,2,2,1,,2,,0
01,1,23,0,6,8680,4020,39,2,8,1,2,3,2,2,2,2,2,2,2,2,2,5,4,1,2,0
21,6,,0,,,,25,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,2,0
19,6,,0,,,,80,2,6,1,2,,1,1,2,1,2,2,2,2,2,4,2,1,,0
19,1,50,125000,1,4670,4700,46,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,2,40,62000,2,8564,5710,27,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
22,6,,0,,,,89,2,1,2,1,,1,2,2,1,2,2,2,2,1,1,1,1,,0
16,1,30,25000,1,8270,5860,52,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
09,6,,0,,,,75,1,9,1,2,,1,2,2,1,1,2,2,2,2,5,3,1,,1
08,,,,,,,11,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,30,20000,1,8680,4055,22,1,9,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,,0
11,,,0,,,,15,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
24,6,,0,2,9170,0710,74,2,1,1,1,,1,1,1,1,2,2,2,2,2,1,,2,,0
18,6,,0,,,,21,1,2,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,64,1,2,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,1
16,6,,0,,,,94,2,6,2,2,,1,2,2,1,2,2,2,2,1,4,,2,,0
22,1,40,76000,1,7580,0440,34,1,1,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,,0
20,6,,0,1,6080,9240,65,1,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
03,,,,,,,6,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
,,,,,,,2,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
16,6,,0,,,,79,1,1,1,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
15,6,,0,,,,56,2,1,3,2,,2,2,2,2,2,2,2,2,2,4,3,1,,1
21,6,,0,,,,86,1,6,1,2,,1,1,2,1,2,2,2,2,2,4,2,1,,0
19,1,40,20000,1,8270,7340,47,1,2,5,1,1,2,2,2,2,2,2,2,2,2,1,,2,,0
19,1,40,78000,4,7870,0640,65,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,24,30000,1,0770,5860,48,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,,2,2,0
06,,,,,,,9,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
17,1,40,54000,1,0770,4840,43,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,57,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
22,6,,0,,,,61,2,1,3,1,,1,2,2,1,1,2,2,2,2,1,,2,,0
16,1,50,0,6,0770,6220,56,1,1,1,2,,1,1,2,2,2,2,2,2,2,4,2,1,,0
22,1,40,60000,1,7860,2310,40,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
11,,,0,,,,15,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
15,1,30,30000,1,8680,4110,37,1,3,5,1,1,2,2,2,2,2,2,2,2,2,1,,2,,0
18,1,20,15000,1,5581,9645,23,2,8,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
01,6,,0,,,,31,1,6,5,2,,2,2,2,2,2,2,2,2,2,5,,2,,0
20,1,50,64000,2,7970,3645,41,2,1,5,1,2,1,1,2,2,2,2,2,2,2,1,,2,2,0
24,1,50,72000,2,7870,2205,57,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,1,40,55000,4,7580,0630,36,1,9,5,2,1,1,1,1,2,2,2,1,2,2,4,1,1,,0
09,,,,,,,12,1,6,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
16,6,55,30000,7,7390,0700,47,1,8,1,2,,1,1,2,2,2,2,2,2,1,4,2,1,,0
18,3,20,8000,1,8590,4435,22,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,3,23,0,6,6190,9142,55,1,6,1,2,,1,1,1,2,1,2,2,2,2,4,1,1,,0
21,1,40,70000,1,4265,4850,36,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,60000,3,7870,1050,46,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,21,2,6,5,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
19,1,40,36000,1,6380,5850,27,1,9,5,1,1,1,2,1,2,2,2,2,2,2,1,1,1,,0
01,1,24,7700,2,4070,1551,63,1,6,5,2,1,1,1,2,2,2,2,2,2,2,4,3,1,,0
15,3,40,14000,1,6695,1310,45,2,8,4,1,,1,1,2,2,2,2,2,2,1,1,,2,2,0
19,6,,0,,,,26,2,8,1,1,,1,2,2,2,1,2,2,2,2,1,,2,1,1
21,1,40,32000,1,7670,7640,23,1,9,5,2,1,1,2,2,2,1,2,2,2,2,4,1,1,,0
11,,,,,,,14,1,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
,,,,,,,1,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
19,1,40,60000,1,7480,0440,34,2,8,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,0
,,,,,,,1,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
18,6,,0,1,6390,0020,57,2,8,3,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
20,1,30,75000,1,7860,1108,23,1,6,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
04,,,,,,,7,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
19,6,,0,1,7970,3603,47,2,8,2,2,,1,2,2,2,1,2,2,2,2,5,,2,2,1
16,6,,0,,,,73,1,6,3,2,,1,2,2,1,1,2,2,2,2,4,,2,,1
16,1,20,16000,1,8290,4120,17,1,8,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,1,40,32100,1,7071,5740,51,2,7,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,72,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
21,1,20,20000,1,8590,4621,21,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
15,6,,0,,,,45,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,2,0
18,1,30,36000,3,7860,2545,63,2,6,1,2,3,1,1,2,2,2,2,2,2,2,4,1,1,,0
19,1,40,60000,1,3895,4850,40,2,6,5,2,1,1,2,1,2,2,2,2,2,2,4,1,1,2,0
18,1,30,28000,7,8870,8140,39,1,8,3,2,1,1,2,1,2,2,2,2,2,2,5,1,1,,0
11,1,60,43000,1,0180,0205,39,1,8,1,2,,1,2,2,2,1,2,2,2,2,5,3,1,,0
19,1,26,0,6,8590,4621,64,2,1,1,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
24,1,40,65000,1,6871,0120,57,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
16,2,20,12000,1,7860,0230,21,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
16,6,,0,6,0770,6240,58,1,1,1,2,,1,1,2,2,2,2,2,2,2,4,2,1,,0
15,6,,0,,,,63,2,6,1,2,,1,1,2,2,2,2,2,2,2,4,2,1,,0
18,1,25,12000,1,7280,0940,54,2,9,1,2,1,1,2,2,2,1,2,2,2,2,4,1,1,,0
19,6,,0,,,,86,1,1,2,1,,1,1,2,1,2,2,1,2,1,1,,2,,0
16,1,24,25000,1,8990,4655,60,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
13,6,,0,,,,16,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,24,15000,1,8370,2360,26,2,1,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,2,0
21,1,32,60000,7,7490,2910,56,2,1,5,1,1,1,2,1,2,2,2,2,2,2,1,,2,,0
17,1,40,45000,1,8680,0310,54,2,8,1,2,2,1,1,2,2,2,2,2,2,2,4,,2,,0
22,1,20,11000,1,4871,4720,68,1,1,3,2,1,1,2,2,1,2,2,2,2,2,5,1,1,,0
22,1,40,120000,1,2190,1760,49,2,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
,,,,,,,0,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
06,,,,,,,12,1,9,5,2,,1,2,2,2,1,2,2,2,2,5,2,1,,1
16,6,20,14700,4,7870,5860,30,2,8,5,2,,1,1,2,2,2,2,2,2,1,4,1,1,2,0
21,6,,0,,,,35,2,6,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
03,,,,,,,6,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
18,1,45,120000,1,7380,0350,72,1,1,1,1,,1,2,2,1,2,2,1,2,2,1,,2,,0
17,1,40,40000,3,7860,4220,59,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,,0
18,3,,0,9,9920,9920,34,2,1,1,1,,2,2,2,2,2,2,2,2,2,1,,2,2,1
09,3,60,4000,1,0170,6050,61,2,1,1,2,,1,2,2,2,1,2,2,2,1,4,2,1,,0
11,,,,,,,13,2,6,5,2,,1,1,2,2,2,2,2,2,2,4,,2,,0
19,1,40,35000,1,7680,3930,23,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
20,6,12,1200,4,7870,5120,77,2,1,1,1,,1,2,1,1,1,2,2,2,2,1,,2,,1
,,,,,,,2,2,8,5,1,,1,1,2,2,2,2,2,2,1,1,,,,1
03,1,40,20000,1,6390,9620,22,1,9,5,2,3,1,2,2,2,1,2,2,2,2,5,,2,,0
22,1,40,48000,1,2290,0051,27,2,6,5,2,1,1,1,2,2,2,2,2,2,2,5,1,1,2,0
20,1,50,100000,6,7071,4920,52,1,6,1,2,1,1,2,1,2,2,2,2,2,2,4,1,1,,0
01,6,,0,,,,82,2,2,2,2,,1,2,2,1,2,2,2,2,1,5,4,1,,1
21,1,40,53000,2,8370,0800,45,2,6,5,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
11,,,,,,,13,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,72,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
10,,,,,,,13,2,8,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,3,,0,1,3580,1006,45,2,8,3,1,,2,2,2,2,2,2,2,2,2,1,,2,2,1
16,1,40,78000,1,8680,0310,31,1,6,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,6,,0,,,,76,1,6,1,1,,1,1,2,1,1,2,2,2,1,3,,2,,0
23,6,,0,8,7970,5860,50,2,1,4,2,,1,1,2,2,2,2,2,2,2,4,2,1,2,1
21,1,40,45000,1,0770,0051,38,1,6,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
23,1,50,327000,1,7270,2100,33,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,58,2,3,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
09,,,,,,,11,2,1,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
21,1,36,50000,1,8180,3401,26,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,2,1,,0
15,1,35,0,6,7770,4251,40,1,8,3,2,2,1,2,1,2,2,2,2,2,2,4,2,1,,0
21,1,50,120000,1,7270,0120,58,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
11,,,,,,,13,1,2,5,2,,2,2,2,2,2,2,2,2,2,5,,2,,0
21,1,96,175000,3,9470,3740,48,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,21,20400,1,8980,4510,31,2,6,5,1,3,1,2,1,2,2,2,2,2,2,1,1,1,2,0
21,1,40,85000,1,7280,0800,35,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
08,,,,,,,11,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,45000,3,7860,2435,39,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
12,1,25,28000,1,0770,6260,39,1,8,1,2,3,1,2,2,2,1,2,2,2,2,5,3,1,,0
18,1,40,115000,5,9470,3820,55,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
06,,,,,,,9,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,40,27000,1,4670,7200,34,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,,1
15,6,,0,,,,57,1,2,5,2,,1,2,2,2,1,2,2,2,1,4,2,1,,0
21,4,40,100000,5,9690,9830,25,1,1,5,1,1,1,2,2,2,2,1,2,2,2,1,,2,,0
16,1,40,12700,1,8680,4720,21,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
19,1,29,55000,1,6991,3602,62,2,6,5,2,1,1,2,2,2,1,2,2,2,2,4,2,1,,0
21,1,35,54000,2,9180,2025,25,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
01,6,,0,,,,28,1,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
21,6,,0,,,,77,2,1,5,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
21,1,45,115000,2,7870,0230,50,2,6,5,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
19,1,40,95000,1,3580,6355,56,1,8,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,,0
14,6,,0,,,,17,2,8,5,1,,1,2,2,2,1,2,2,2,1,1,2,1,2,0
12,1,32,25000,1,5382,9640,61,2,8,4,2,1,1,2,2,2,1,2,2,2,2,5,3,1,,0
16,1,45,45000,1,3960,8740,41,2,8,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
18,6,,0,,,,57,2,9,3,1,,2,2,2,2,2,2,2,2,2,1,,2,,1
20,1,40,110000,3,9470,3870,25,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,90,2,1,2,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
02,,,,,,,4,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
23,1,50,50000,3,8191,3090,34,1,6,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
16,1,40,45800,1,6992,4810,57,2,1,3,1,1,1,2,1,2,1,2,2,2,2,1,,2,,0
19,1,40,101000,1,3390,0010,55,2,6,1,2,1,1,1,1,2,2,2,2,2,2,4,,2,,0
07,1,40,0,6,8090,3160,74,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
08,1,32,35000,1,8680,4130,35,1,8,1,2,1,1,2,2,2,1,2,2,2,2,5,2,1,,0
16,1,4,3000,2,9160,2060,64,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
20,6,,0,,,,80,1,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
22,1,40,0,6,7071,0410,58,1,1,1,2,,1,2,1,2,2,2,2,2,2,4,1,1,,0
19,6,,0,1,7190,5120,56,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
18,3,,0,9,9920,9920,20,1,9,5,1,,2,2,2,2,2,2,2,2,2,1,2,1,,0
22,6,,0,,,,86,2,1,1,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
21,1,37,51000,2,7580,1050,40,1,6,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
22,6,5,16500,1,4195,4850,73,1,1,1,1,,1,1,2,1,2,1,1,2,2,1,,2,,0
19,1,40,67000,4,7870,0750,54,2,9,1,2,5,1,1,2,2,2,2,2,2,2,4,1,1,,0
22,1,40,73000,1,7460,0440,31,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,,2,1,0
09,3,40,13000,1,0170,6050,42,1,8,1,2,,1,2,2,2,1,2,2,2,2,5,4,1,,0
21,1,40,70000,1,7370,1545,42,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
18,1,40,64000,1,8770,7200,51,1,9,1,2,1,2,2,2,2,2,2,2,2,2,4,4,1,,0
16,6,,0,,,,66,2,8,1,2,,1,2,2,1,2,2,2,2,2,4,2,1,,0
18,6,,0,,,,47,1,6,1,2,,1,1,2,2,2,2,2,2,2,5,3,1,,0
07,,,,,,,9,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,3,8,300,4,7870,2545,20,2,1,5,1,,1,1,2,2,2,2,2,2,1,1,,2,2,0
01,,,,,,,4,2,9,5,1,,1,1,2,2,1,2,2,2,2,1,,,,0
11,6,,0,,,,66,2,8,1,2,,1,2,2,1,1,2,2,2,1,4,3,1,,1
07,,,,,,,10,1,1,5,1,,1,1,2,2,1,2,2,2,2,1,,2,,0
21,1,12,11000,1,5481,4760,49,2,6,1,2,1,1,1,2,2,2,2,2,2,1,4,2,1,2,0
13,,,0,,,,15,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,1
07,6,,0,,,,60,2,8,1,2,,1,2,2,2,1,2,2,2,2,5,3,1,,0
21,6,3,1200,2,7870,2545,28,1,1,1,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
22,6,,0,,,,81,1,1,5,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
19,1,60,150000,1,7270,0440,52,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,32,26000,1,8090,5740,51,2,9,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,1,50,687000,1,3895,4850,63,1,9,1,2,,1,1,2,2,2,2,2,2,2,4,,2,,0
20,6,,0,6,7370,2640,61,2,1,3,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
18,6,,0,,,,43,2,8,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
21,6,,0,,,,73,1,1,1,1,,1,1,1,1,2,2,1,2,1,3,,2,,0
18,1,15,300,1,6992,5860,21,2,6,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,2,0
22,6,,0,,,,94,1,1,2,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
21,1,40,350000,1,7670,1021,41,1,6,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
22,1,30,3600,3,7860,2545,52,2,6,1,2,1,1,2,1,2,2,2,2,2,2,4,1,1,,0
09,,,,,,,13,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,25,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,2,0
16,6,,0,,,,69,2,6,1,2,,1,2,1,1,2,2,2,2,1,4,1,1,,0
16,6,,0,,,,55,2,8,1,2,,1,1,2,2,2,2,2,2,2,5,3,1,,0
16,6,,0,1,6570,2920,40,1,9,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
19,1,36,7000,2,7270,2145,37,2,1,1,1,,1,2,1,2,2,2,2,2,2,1,,2,2,0
21,1,42,250000,1,6671,0630,45,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,6,,0,7,8564,2600,76,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
18,6,,0,1,5181,4760,22,2,1,1,2,,1,2,2,2,2,1,2,2,1,5,,2,2,0
04,,,,,,,7,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
18,2,6,0,6,6380,9130,52,2,9,1,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
16,1,40,35000,1,8680,4110,39,2,8,3,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,0
03,,,,,,,6,1,1,5,1,,1,1,2,2,1,2,2,2,2,1,1,1,,0
07,1,30,42000,1,8770,7150,76,1,8,1,2,1,1,2,2,1,2,2,2,2,1,4,2,1,,0
22,1,40,120000,1,7380,0440,37,1,6,3,2,,1,2,1,2,2,2,2,2,2,5,1,1,,0
16,1,40,45000,1,5081,4700,31,2,9,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,2,0
,,,,,,,1,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
19,1,40,18200,1,7380,9645,24,1,6,5,2,1,1,1,2,2,2,2,2,2,2,4,,2,,0
20,6,,0,,,,76,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
09,1,45,51000,7,8770,8810,31,1,9,3,2,1,1,2,2,2,1,2,2,2,2,5,3,1,,0
02,,,,,,,3,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
21,6,,0,,,,67,1,6,1,2,,1,1,1,1,2,2,2,2,2,4,2,1,,0
