RELSHIPP,SCHL,SCH,SCHG,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,HISP,MAR,NATIVITY,CIT,ENG,LANX,DRIVESP,JWMNP,JWTRNS,HICOV,PRIVCOV,PUBCOV,DIS,DEAR,DEYE,DPHY,FER,PINCP,SEMP,SSIP,SSP,poverty_status
25,13,1,,6,,0,1,0770,6260,49,1,9,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,8000,0,0,0,0
25,14,2,13,6,,0,,,,17,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
25,16,2,15,6,16,2100,2,8590,2722,20,1,9,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,2100,0,0,0,0
20,23,1,,1,45,175000,1,7270,2100,63,1,1,01,1,1,1,,2,1,40,01,1,1,2,2,2,2,2,,175000,0,0,0,0
25,19,1,,1,50,40000,1,0770,6460,20,1,9,02,5,1,1,1,1,2,90,01,1,1,2,2,2,2,2,,40000,0,0,0,0
25,02,2,02,,,,,,,6,2,9,24,5,1,1,2,1,,,,1,2,1,2,2,2,2,,,,,,0
21,19,1,,6,,0,,,,74,2,6,01,1,2,4,3,1,,,,1,2,1,1,2,2,1,,14300,0,0,14300,0
28,21,1,,1,45,74000,1,0770,0800,54,2,9,02,3,1,1,1,1,2,60,01,1,1,2,2,2,2,2,,75500,0,0,0,0
25,08,2,08,,,,,,,12,2,9,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,0
33,21,1,,1,40,20000,1,8680,4000,38,1,1,02,5,2,5,3,1,,15,09,2,2,2,2,2,2,2,,20000,0,0,0,0
30,,,,,,,,,,2,1,9,02,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
20,19,1,,6,,0,,,,63,1,8,02,1,1,1,,2,,,,1,1,1,1,2,2,1,,60100,0,0,36300,0
25,16,2,15,1,25,17500,1,3365,7720,23,1,6,01,5,2,5,2,1,1,15,01,2,2,2,1,2,2,2,,17500,0,0,0,0
38,20,1,,1,70,59000,1,1280,7700,34,1,6,01,5,2,4,1,1,,5,10,1,1,2,2,2,2,2,,60600,0,0,0,0
20,23,1,,6,,0,,,,90,1,1,01,1,1,1,,2,,,,1,1,1,1,1,1,1,,213000,0,0,15000,0
20,16,1,,6,,0,,,,77,1,1,01,5,1,1,,2,,,,1,1,1,2,2,2,2,,45000,0,0,0,0
22,22,1,,1,40,50000,1,5071,3421,33,2,6,01,5,1,1,,2,1,20,01,1,1,2,2,2,2,2,2,50000,0,0,0,0
21,23,1,,1,99,565000,2,8191,3090,55,1,6,01,1,2,4,1,1,1,25,01,1,1,2,2,2,2,2,,568000,3000,0,0,0
28,15,1,,1,40,50000,1,0770,6260,51,1,8,02,1,1,1,,2,,5,10,1,1,2,2,2,2,2,,50000,0,0,0,0
25,05,2,04,,,,,,,7,2,8,02,5,1,1,,2,,,,1,1,1,2,2,2,2,,,,,,0
20,19,1,,1,40,100000,1,7970,3500,41,1,6,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,100000,0,0,0,0
20,24,1,,1,30,540,1,8070,3040,42,2,6,01,1,1,1,,2,1,40,01,1,1,2,2,2,2,2,2,41340,38000,0,0,0
20,22,1,,1,40,678000,1,2190,0440,38,1,6,01,1,2,4,,2,1,60,01,1,1,2,2,2,2,2,,678000,0,0,0,0
20,20,3,15,1,30,35000,1,0770,5120,44,2,1,01,1,1,1,,2,2,10,01,1,1,2,1,2,2,2,2,35000,0,0,0,0
25,06,2,05,,,,,,,9,1,2,01,5,1,1,,2,,,,1,2,1,2,2,2,2,,,,,,1
20,16,1,,6,,0,,,,88,2,1,01,2,1,1,,2,,,,1,2,1,2,2,2,2,,21800,0,0,18300,0
21,19,1,,1,40,18000,7,7270,0010,54,2,8,11,1,2,5,1,1,1,15,01,1,1,2,2,2,2,2,,18000,0,0,0,0
25,01,1,,,,,,,,3,1,8,02,5,1,1,,,,,,1,2,1,2,2,2,,,,,,,1
34,17,1,,1,30,18900,1,8590,4400,58,1,6,01,5,2,4,3,1,1,10,01,1,1,2,2,2,2,2,,18900,0,0,0,0
25,13,1,,1,40,23000,1,0770,6410,43,1,9,02,5,1,1,,2,,50,02,1,1,2,1,1,2,2,,23000,0,0,0,0
20,22,1,,1,40,82000,1,7280,0565,33,1,1,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,82000,0,0,0,0
25,20,1,,1,40,45000,1,4971,0051,38,2,1,02,5,1,1,1,1,1,7,01,1,1,2,2,2,2,2,2,45000,0,0,0,0
33,16,1,,6,,0,,,,36,1,9,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,2000,0,0,0,0
33,03,2,03,,,,,,,6,2,6,01,5,1,3,,2,,,,1,1,2,2,2,2,2,,,,,,0
25,20,1,,6,,0,,,,55,1,1,01,5,1,1,,2,,,,2,2,2,2,2,2,2,,9000,0,0,0,0
21,21,1,,6,,0,,,,73,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,42100,0,0,17700,0
20,16,1,,6,,0,,,,65,2,8,02,2,2,5,3,1,,,,1,2,1,2,2,2,2,,19700,0,3500,15000,0
29,01,1,,1,40,45000,1,7290,1551,61,1,6,01,1,2,4,2,1,1,45,01,1,1,2,2,2,2,2,,45000,0,0,0,0
25,19,2,15,6,,0,1,1190,4220,19,2,9,02,5,1,1,1,1,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
20,21,1,,1,40,86000,1,6991,4710,58,2,1,01,3,1,1,,2,,,11,1,1,2,2,2,2,2,,96000,0,0,0,0
20,19,1,,6,,0,,,,74,1,6,01,1,2,4,2,1,,,,1,2,1,2,2,2,2,,28000,0,0,13600,0
20,21,1,,6,40,8000,4,7860,2310,40,2,9,01,1,1,1,,2,,,,1,1,2,2,2,2,2,2,8000,0,0,0,0
38,19,1,,6,40,7000,1,8680,4720,28,2,1,01,5,1,1,,2,,,,1,2,1,1,1,1,2,2,8200,0,0,0,1
20,23,1,,1,60,565000,1,7270,2100,37,2,1,01,1,1,1,,2,1,10,01,1,1,2,2,2,2,2,2,565250,0,0,0,0
25,08,2,08,,,,,,,11,1,9,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,0
25,07,2,07,,,,,,,10,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
25,03,3,02,,,,,,,5,1,6,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
21,16,1,,1,30,30000,1,7770,5000,49,2,1,01,1,1,1,,2,1,10,01,1,1,2,2,2,2,2,2,42000,0,0,0,0
33,10,1,,6,,0,,,,55,2,8,24,2,2,5,1,1,,,,1,2,1,1,2,1,1,,0,0,0,0,0
25,19,3,15,1,30,73000,1,2490,0705,23,2,2,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,2,73000,0,0,0,0
20,21,1,,1,50,81000,1,6770,2435,34,2,8,01,5,1,1,,2,1,60,01,1,1,2,2,2,2,2,2,111000,30000,0,0,0
20,21,1,,1,45,50000,1,4170,1108,47,1,2,01,5,1,1,,2,,,11,2,2,2,1,2,1,2,,50000,0,0,0,0
29,16,2,15,6,,0,,,,62,2,8,02,2,2,4,1,1,,,,1,2,1,2,2,2,2,,10000,0,0,0,0
25,02,2,02,,,,,,,5,1,9,02,5,1,1,,2,,,,1,2,1,2,2,2,2,,,,,,0
30,11,2,11,,,,,,,14,2,9,02,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
25,06,2,06,,,,,,,10,1,9,03,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
21,22,1,,6,,0,1,3580,8740,67,1,6,01,1,2,5,1,1,,,,1,1,1,2,2,2,2,,10400,0,0,10400,0
25,07,2,06,,,,,,,10,2,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
21,16,1,,6,,0,,,,69,2,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,18100,0,0,14300,0
20,22,1,,1,40,678000,1,3390,1410,51,1,6,01,1,1,1,1,1,1,30,01,1,1,2,2,2,2,2,,678000,0,0,0,0
25,14,2,13,1,10,600,1,6570,4110,17,1,1,01,5,1,1,,2,1,5,01,1,1,2,2,2,2,2,,600,0,0,0,0
25,16,1,,1,40,90000,1,3570,7750,34,1,1,02,5,1,1,,2,1,45,01,1,1,2,2,2,2,2,,90000,0,0,0,0
25,13,2,13,6,,0,,,,16,2,3,02,5,1,1,,2,,,,1,2,1,2,2,2,2,2,0,0,0,0,0
38,16,1,,6,20,0,6,9290,4230,52,2,9,02,1,2,5,1,1,,,,2,2,2,1,1,2,2,,11800,11800,0,0,1
20,21,1,,1,60,100000,1,6290,0440,26,1,1,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,100000,0,0,0,0
25,01,1,,1,15,1600,2,8390,9620,30,1,1,01,5,1,1,,2,1,60,01,1,2,1,2,2,2,2,,57600,0,0,0,0
21,18,1,,6,60,565000,7,0170,0205,67,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,615000,0,0,0,0
25,14,2,14,6,,0,,,,18,2,1,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,2,0,0,0,0,1
21,21,1,,1,50,65000,4,9480,3602,48,2,1,01,1,1,1,,2,,,11,1,1,2,2,2,2,2,2,65000,0,0,0,0
27,09,2,09,,,,,,,12,2,8,02,5,1,1,1,1,,,,1,1,2,2,2,2,2,,,,,,0
21,22,1,,6,,0,4,7870,2205,65,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,36000,0,0,0,0
33,12,2,12,,,,,,,14,1,3,02,5,2,5,2,1,,,,1,2,1,1,2,2,2,,,,,,0
20,16,1,,6,,0,,,,79,2,8,02,2,1,1,1,1,,,,1,1,1,2,2,2,2,,20000,0,0,20000,0
25,14,2,14,6,,0,,,,17,1,6,01,5,1,1,,2,,,,1,1,1,2,2,2,2,,0,0,0,0,0
20,21,1,,1,36,108000,4,8191,3255,32,2,9,02,5,1,1,,2,1,25,01,1,1,2,2,2,2,2,2,108000,0,0,0,0
20,16,1,,6,40,25000,7,8660,4020,58,1,6,01,1,2,4,2,1,,,,1,1,2,2,2,2,2,,25000,0,0,0,0
25,,,,,,,,,,0,1,6,01,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
20,21,1,,1,40,67000,1,0770,0220,45,2,1,01,3,1,1,,2,1,5,01,2,2,2,2,2,2,2,2,67000,0,0,0,0
28,16,1,,6,,0,1,8590,0440,27,1,6,01,1,2,5,1,1,,,,2,2,2,2,2,2,2,,0,0,0,0,1
20,21,1,,1,60,565000,1,0770,0051,58,1,6,01,1,2,5,2,1,1,30,01,1,1,2,2,2,2,2,,565000,0,0,0,0
32,21,1,,1,20,14700,1,8470,2300,39,2,1,01,1,1,1,1,1,1,45,01,1,1,2,2,2,2,2,2,14700,0,0,0,0
21,16,1,,6,,0,3,7860,5740,63,2,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,69900,0,0,36300,0
21,22,1,,6,,0,,,,60,2,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
20,18,1,,3,,0,1,8680,4010,57,2,8,02,3,1,1,3,1,,,,1,2,1,1,2,1,2,,7900,0,6800,1100,1
20,19,1,,1,40,70000,1,3990,0530,59,2,1,01,1,1,1,,2,1,5,01,1,1,2,2,2,2,2,,70000,0,0,0,0
25,13,2,12,,,0,,,,15,1,9,02,5,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
20,22,1,,6,20,20700,2,8191,3255,67,2,1,01,3,2,5,,2,,,,1,2,1,2,2,2,2,,85500,8100,0,13100,0
25,07,2,06,,,,,,,10,1,1,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,0
38,21,1,,1,60,5000,2,9160,4850,61,2,1,01,1,2,5,1,1,,,11,1,1,2,2,2,2,2,,5000,0,0,0,1
20,22,1,,6,,0,,,,81,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,51700,0,0,3400,0
25,16,2,15,3,20,2000,1,4796,4760,19,1,8,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,2000,0,0,0,0
33,19,1,,6,,0,,,,76,1,6,01,3,2,4,3,1,,,,1,2,1,1,1,1,2,,8400,0,0,1300,0
25,21,1,,1,80,115000,1,3580,1021,40,1,6,01,5,1,1,1,1,1,60,01,1,1,2,2,2,2,2,,115550,0,0,0,0
21,16,1,,1,8,0,6,8680,4020,29,2,6,01,1,2,5,3,1,,20,12,1,1,2,2,2,2,2,1,2100,2100,0,0,1
25,04,2,04,,,,,,,7,1,1,02,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
38,16,1,,6,,0,,,,58,2,1,01,5,1,1,,2,,,,1,2,1,1,2,2,2,,400,0,0,400,1
20,16,3,15,1,40,51000,3,7860,4220,37,1,8,02,1,1,1,,2,1,5,01,1,1,2,2,2,2,2,,51000,0,0,0,0
20,16,1,,6,,0,,,,80,2,1,01,2,1,1,,2,,,,1,1,1,2,2,2,2,,32200,0,0,18000,0
24,21,1,,1,40,20000,1,6190,9141,46,1,1,01,5,1,1,,2,1,30,01,1,1,2,2,2,2,2,,20000,0,0,0,0
21,16,1,,1,40,80000,1,0770,7640,34,1,8,09,1,2,5,1,1,1,20,01,1,1,2,2,2,2,2,,80000,0,0,0,0
34,18,1,,1,40,53000,1,1170,9645,38,1,1,01,3,1,1,,2,1,20,01,1,1,2,2,2,2,2,,53000,0,0,0,0
25,01,1,,,,,,,,4,1,8,02,5,1,1,,,,,,1,2,1,2,2,2,,,,,,,0
20,16,1,,6,,0,1,6991,2170,64,2,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,30000,0,0,0,0
20,09,1,,1,48,0,6,7770,4251,70,1,8,24,3,2,4,1,1,1,30,01,1,2,1,2,2,2,2,,21000,10900,0,10100,0
25,11,2,10,,,,,,,14,1,1,02,5,1,1,1,1,,,,1,1,1,2,2,2,2,,,,,,0
21,18,1,,2,60,3000,1,6180,9122,25,1,2,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,32600,0,0,0,0
22,19,1,,1,40,45000,1,7190,5240,25,1,1,01,5,1,1,,2,1,25,01,1,1,2,2,2,2,2,,45000,0,0,0,0
25,02,2,02,,,,,,,5,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
25,09,2,09,,,,,,,13,2,8,02,5,1,1,1,1,,,,1,1,2,2,2,2,2,,,,,,1
22,19,1,,1,40,38000,1,1870,7330,26,1,3,02,5,2,5,2,1,2,30,01,1,1,2,2,2,2,2,,38000,0,0,0,0
20,19,1,,6,,0,,,,69,1,1,01,1,1,1,,2,,,,1,1,1,1,2,2,1,,28800,0,0,24800,0
20,18,1,,6,50,10000,1,7071,4920,37,1,1,01,5,1,1,,2,,,,2,2,2,2,2,2,2,,10000,0,0,0,0
34,17,1,,1,40,12000,1,0170,6050,49,1,8,02,3,2,5,1,1,1,35,01,1,1,2,2,2,2,2,,12000,0,0,0,1
27,11,2,11,,,,,,,14,1,9,02,5,1,1,,2,,,,1,1,1,2,2,2,2,,,,,,0
20,20,1,,6,,0,,,,82,2,1,01,1,2,4,,2,,,,1,1,1,2,2,2,2,,25500,0,0,11900,0
25,05,2,04,,,,,,,7,2,8,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,0
21,22,1,,6,,0,3,7860,2310,65,2,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,45000,0,0,0,0
25,16,2,15,1,18,2200,1,8680,4720,18,2,1,02,5,1,1,,2,1,7,01,1,1,2,2,2,2,2,2,8200,0,0,6000,0
31,20,1,,6,,0,,,,71,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,17000,0,0,17000,0
25,16,1,,6,,0,,,,20,1,6,01,5,1,1,2,1,,,,1,1,2,2,2,2,2,,0,0,0,0,0
34,19,1,,1,40,50000,1,6570,2920,26,1,6,01,5,1,1,,2,,5,10,2,2,2,2,2,2,2,,50000,0,0,0,0
20,21,1,,6,,0,3,9570,5860,57,2,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,174000,0,0,0,0
20,16,1,,1,50,0,6,3895,8500,65,1,1,01,1,1,1,,2,1,30,01,1,2,1,2,2,2,2,,54600,43400,0,0,0
20,22,1,,6,,0,3,7860,0710,62,1,9,01,1,1,1,1,1,,,,1,1,2,2,2,2,2,,81000,0,0,0,0
26,16,1,,1,22,16000,1,8680,4055,19,2,1,01,5,1,1,,2,2,20,01,1,1,2,2,2,2,2,2,16000,0,0,0,0
20,22,1,,1,45,206000,3,9370,0110,51,2,1,01,3,1,1,,2,,,11,1,1,2,1,2,2,2,,206040,0,0,0,0
36,19,2,15,1,30,10000,1,4981,4760,19,1,9,02,5,1,1,,2,1,20,01,1,2,1,2,2,2,2,,10000,0,0,0,1
29,22,1,,6,,0,,,,82,2,8,01,5,2,4,,2,,,,1,2,1,1,2,2,1,,23300,0,0,7000,0
25,,,,,,,,,,2,2,2,01,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
25,09,2,09,,,,,,,12,1,1,01,5,1,3,,2,,,,1,1,2,2,2,2,2,,,,,,0
29,09,1,,6,,0,,,,73,2,8,02,2,1,1,3,1,,,,1,2,1,1,2,2,1,,12000,0,0,12000,0
20,18,1,,6,,0,3,8370,5860,71,2,1,01,3,1,1,,2,,,,1,1,1,2,2,2,2,,48000,0,0,0,0
20,21,1,,6,,0,,,,88,2,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,85100,0,0,13000,0
21,09,1,,6,,0,,,,37,2,1,02,1,2,5,3,1,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
34,01,1,,1,30,28100,1,8680,4020,33,1,5,07,5,2,5,2,1,1,30,01,1,2,1,2,2,2,2,,28100,0,0,0,0
25,19,2,15,1,15,5000,3,7870,2545,25,1,9,02,5,1,1,1,1,1,10,01,1,2,1,2,2,2,2,,5000,0,0,0,0
21,19,1,,1,36,9500,1,6380,5510,36,2,6,01,1,1,1,1,1,2,10,01,2,2,2,2,2,2,2,2,23500,0,0,0,0
20,22,1,,1,40,200000,1,3960,1530,30,1,6,01,1,2,5,1,1,2,20,01,1,1,2,2,2,2,2,,200000,0,0,0,0
25,09,2,08,,,,,,,12,2,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
21,21,1,,6,,0,,,,72,2,1,01,1,2,4,1,1,,,,1,2,1,2,2,2,2,,26200,0,0,14200,0
20,15,1,,6,,0,7,5581,4700,67,1,1,01,1,2,4,,2,,,,1,2,1,2,2,2,2,,50000,0,0,25000,0
29,01,1,,6,,0,,,,48,2,1,02,1,2,5,4,1,,,,1,2,1,2,2,2,2,2,0,0,0,0,0
21,01,1,,6,,0,,,,76,2,6,01,1,2,4,4,1,,,,1,2,1,1,2,2,1,,7000,0,0,7000,0
20,21,1,,1,40,72000,7,7290,1320,45,1,1,01,1,1,1,,2,,,11,1,1,2,2,2,2,2,,90000,18000,0,0,0
20,21,1,,1,60,114000,2,8191,3255,43,2,8,02,3,1,1,1,1,2,20,01,1,1,2,2,2,2,2,2,114000,0,0,0,0
30,01,2,02,,,,,,,6,1,9,02,5,1,1,3,1,,,,1,2,1,2,2,2,2,,,,,,1
20,22,1,,1,50,240000,7,7380,0051,47,1,6,01,1,2,4,,2,,,11,1,1,2,2,2,2,2,,240000,0,0,0,0
21,19,1,,1,40,68000,1,5392,9600,39,1,9,02,1,2,4,,2,1,20,01,1,1,2,2,2,2,2,,68000,0,0,0,0
32,21,1,,6,,0,,,,28,2,1,01,1,2,5,2,1,,,,1,2,1,2,2,2,2,1,0,0,0,0,1
28,19,1,,1,40,49900,4,7870,5810,55,2,6,01,5,1,1,1,1,,40,02,1,1,2,2,2,2,2,,50100,0,0,0,0
21,22,1,,1,50,90000,3,7860,3230,47,2,9,02,1,1,1,,2,1,20,01,1,1,2,2,2,2,2,2,90000,0,0,0,0
25,20,2,15,1,20,20000,1,7890,5120,27,1,1,01,5,1,1,,2,1,10,01,1,1,2,2,2,2,2,,20000,0,0,0,0
20,18,1,,6,,0,,,,80,2,1,01,2,1,1,,2,,,,1,1,1,1,1,2,2,,129500,0,0,21600,0
20,16,1,,6,,0,,,,80,2,9,02,2,2,5,4,1,,,,1,2,1,2,2,2,2,,0,0,0,0,0
25,03,1,,,,,,,,4,1,8,02,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
20,21,1,,6,,0,,,,70,1,8,02,1,1,1,1,1,,,,1,2,1,2,2,2,2,,140500,0,0,22000,0
25,13,1,,6,,0,1,0290,6050,22,1,8,03,5,1,1,,2,,,,1,2,1,2,2,2,2,,0,0,0,0,0
20,09,1,,1,40,40000,7,0770,6200,65,1,8,02,1,1,1,1,1,,,11,2,2,2,2,2,2,2,,40000,0,0,0,0
21,19,1,,1,40,48000,2,7590,5740,54,2,8,24,1,1,1,2,1,1,30,01,1,1,2,2,2,2,2,,48000,0,0,0,0
21,22,1,,1,40,52000,1,6871,0120,47,2,1,01,1,2,4,1,1,1,15,01,1,1,2,2,2,2,2,2,52000,0,0,0,0
26,19,1,,6,,0,1,7071,5940,23,2,1,01,5,1,1,,2,,,,2,2,2,1,2,2,1,2,0,0,0,0,0
25,,,,,,,,,,2,1,1,02,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
20,19,1,,6,,0,,,,72,2,1,01,1,1,1,,2,,,,1,1,1,1,1,2,2,,77860,0,0,11700,0
20,16,1,,1,40,53000,2,7072,0410,57,1,8,02,1,2,4,1,1,,40,03,1,1,2,2,2,2,2,,53000,0,0,0,0
20,22,1,,1,40,60000,1,0570,0710,67,2,1,01,5,1,1,,2,1,40,01,1,1,1,1,1,2,2,,62100,0,0,2100,0
21,23,1,,6,,0,1,7270,2100,71,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,371300,0,0,36300,0
20,21,1,,6,,0,,,,74,2,1,01,3,1,1,,2,,,,1,1,1,1,2,2,1,,38700,0,0,23100,0
26,18,1,,1,30,9200,1,4871,4251,19,1,9,11,5,1,1,,2,1,20,01,1,1,2,2,2,2,2,,9200,0,0,0,0
20,22,1,,1,40,77000,2,7460,1240,29,1,1,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,78500,0,0,0,0
21,23,1,,1,20,140000,1,7970,3090,51,2,1,01,1,1,1,,2,1,25,01,1,1,2,2,2,2,2,,140000,0,0,0,0
20,23,1,,6,,0,1,7680,3930,55,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,25000,0,0,0,0
25,18,2,15,6,18,1500,1,4971,9620,18,1,9,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,1500,0,0,0,0
20,16,1,,2,50,85000,1,8770,5740,32,2,1,01,1,1,1,1,1,,,,1,1,2,2,2,2,2,1,85000,0,0,0,0
20,21,1,,1,40,110000,3,7860,2002,54,2,1,01,1,1,1,,2,1,15,01,1,1,2,1,2,1,1,,110000,0,0,0,0
20,21,2,16,3,15,2000,1,7770,4251,48,1,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,13300,0,0,0,0
25,13,2,12,6,,0,,,,16,1,9,02,5,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
34,16,2,15,6,,0,,,,19,1,9,01,5,1,1,,2,,,,2,2,2,2,2,2,2,,0,0,0,0,1
21,21,1,,2,40,300000,1,7380,0440,44,1,6,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,300000,0,0,0,0
20,21,1,,6,,0,,,,78,1,9,02,5,2,4,2,1,,,,1,2,1,1,2,2,1,,10800,0,7000,3800,0
20,23,1,,1,40,65000,1,7071,0410,39,1,8,02,1,1,1,2,1,,,11,1,2,1,2,2,2,2,,65540,0,0,0,0
20,18,1,,1,40,39000,1,7270,2170,45,2,8,02,5,1,1,,2,1,10,01,1,2,1,2,2,2,2,2,39000,0,0,0,0
20,18,1,,6,,0,3,9470,3802,67,2,9,01,1,1,1,,2,,,,1,1,1,1,1,2,2,,38300,0,0,2000,0
20,18,1,,3,20,0,6,9290,4230,30,2,8,02,1,1,1,2,1,,,,1,2,1,2,2,2,2,2,16300,16300,0,0,1
20,16,1,,1,40,37000,1,8070,3520,36,2,6,01,5,2,4,1,1,1,30,01,1,1,2,2,2,2,2,2,37000,0,0,0,0
21,18,1,,6,40,3000,1,0770,6260,48,1,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,13000,0,0,0,0
21,16,1,,1,40,54000,3,9470,3802,49,1,9,02,1,2,5,4,1,1,20,01,2,2,2,2,2,2,2,,54000,0,0,0,0
20,21,1,,1,40,60000,1,7071,0120,30,1,1,01,5,1,1,,2,1,15,01,1,1,2,2,2,2,2,,60000,0,0,0,0
20,21,1,,1,40,64000,4,8191,0800,69,2,6,01,3,2,4,,2,1,30,01,1,1,1,2,2,2,2,,104800,0,0,21600,0
32,17,1,,1,63,0,6,6370,5550,54,1,2,01,1,1,1,,2,1,15,01,1,1,2,2,2,2,2,,94000,94000,0,0,0
25,09,3,08,,,,,,,11,1,9,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,21,1,,1,40,0,6,7690,7640,53,1,1,01,1,1,1,,2,1,30,01,1,2,1,2,2,2,2,,25000,25000,0,0,0
20,22,1,,6,,0,3,7860,2310,65,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,81200,0,0,1200,0
20,21,1,,1,40,76000,1,7470,0040,27,1,1,01,5,1,1,,2,1,15,01,1,1,2,2,2,2,2,,80000,4000,0,0,0
25,01,1,,6,,0,,,,48,2,8,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,2,0,0,0,0,0
21,16,1,,6,,0,1,3390,7750,64,1,6,01,1,2,5,1,1,,,,1,1,2,2,2,2,2,,19200,0,0,19200,0
25,20,2,15,1,25,12400,1,5392,8990,23,2,6,01,5,1,1,1,1,1,20,01,1,1,2,2,2,2,2,2,12400,0,0,0,0
34,21,3,15,3,6,680,1,7890,2350,21,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,680,0,0,0,1
29,08,1,,6,,0,1,7071,4220,82,1,8,02,1,2,4,2,1,,,,1,2,1,1,1,2,1,,14000,0,0,14000,0
25,16,1,,1,10,10000,1,7690,5110,19,1,1,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,10000,0,0,0,0
21,22,1,,6,,0,1,3380,0440,52,2,1,01,1,2,5,1,1,,,,1,1,2,2,2,2,2,,0,0,0,0,0
20,21,1,,6,,0,,,,67,2,1,01,3,1,1,,2,,,,1,1,1,2,2,2,2,,81300,0,0,2500,0
23,19,1,,6,,0,,,,72,1,1,01,1,1,1,,2,,,,1,2,1,1,1,2,1,,12000,0,0,12000,0
20,21,1,,1,40,7900,1,3390,1530,33,1,1,01,1,1,1,,2,,,11,1,1,1,2,2,2,2,,47100,0,0,0,0
21,22,1,,1,45,565000,1,4796,1021,37,1,1,01,1,2,4,1,1,,,11,1,1,2,2,2,2,2,,565000,0,0,0,0
20,18,1,,1,40,53000,1,4170,5240,59,2,1,01,1,1,1,,2,1,16,01,1,1,2,2,2,2,2,,53000,0,0,0,0
25,16,2,15,3,20,12300,1,8680,4110,20,2,9,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,2,12300,0,0,0,0
21,21,1,,1,50,90000,1,7870,3321,39,1,6,01,1,2,5,1,1,1,25,01,1,1,2,2,2,2,2,,90000,0,0,0,0
21,16,1,,6,,0,,,,65,2,9,02,1,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
36,18,1,,1,50,180000,1,8191,3255,60,2,1,01,5,1,1,,2,1,10,01,1,1,2,2,2,2,2,,180000,0,0,0,0
